id,lastUpdated,clinic_type,queue,wait_time,treat_time,total_time
DICWIC,2024-10-15T23:19:30.152+11:00,WIC,0,1:51,0:00,1:51
TUGWIC,2024-10-15T23:19:30.152+11:00,WIC,0,0:20,0:00,0:20
WECWIC,2024-10-15T23:19:30.152+11:00,WIC,0,0:28,0:00,0:28
CBRHOSED,2024-10-15T23:17:00.000+11:00,ED,19,3:18,2:55,6:13
NORHOSED,2024-10-15T23:17:00.000+11:00,ED,14,2:33,3:09,5:42
BELWIC,2024-10-15T23:20:30.139+11:00,WIC,0,0:54,0:00,0:54
GUNWIC,2024-10-15T23:20:30.139+11:00,WIC,0,1:08,0:00,1:08
DICWIC,2024-10-15T23:20:30.139+11:00,WIC,0,1:51,0:00,1:51
TUGWIC,2024-10-15T23:20:30.139+11:00,WIC,0,0:20,0:00,0:20
WECWIC,2024-10-15T23:20:30.139+11:00,WIC,0,0:28,0:00,0:28
CBRHOSED,2024-10-15T23:19:00.000+11:00,ED,19,3:12,2:56,6:08
NORHOSED,2024-10-15T23:19:00.000+11:00,ED,15,2:37,3:09,5:46
BELWIC,2024-10-15T23:21:30.149+11:00,WIC,0,0:54,0:00,0:54
GUNWIC,2024-10-15T23:21:30.149+11:00,WIC,0,1:08,0:00,1:08
DICWIC,2024-10-15T23:21:30.149+11:00,WIC,0,1:51,0:00,1:51
TUGWIC,2024-10-15T23:21:30.149+11:00,WIC,0,0:20,0:00,0:20
WECWIC,2024-10-15T23:21:30.149+11:00,WIC,0,0:28,0:00,0:28
CBRHOSED,2024-10-15T23:19:00.000+11:00,ED,19,3:12,2:56,6:08
NORHOSED,2024-10-15T23:19:00.000+11:00,ED,15,2:37,3:09,5:46
BELWIC,2024-10-15T23:22:30.156+11:00,WIC,0,0:54,0:00,0:54
GUNWIC,2024-10-15T23:22:30.156+11:00,WIC,0,1:08,0:00,1:08
DICWIC,2024-10-15T23:22:30.156+11:00,WIC,0,1:51,0:00,1:51
TUGWIC,2024-10-15T23:22:30.156+11:00,WIC,0,0:20,0:00,0:20
WECWIC,2024-10-15T23:22:30.156+11:00,WIC,0,0:28,0:00,0:28
CBRHOSED,2024-10-15T23:22:00.000+11:00,ED,19,3:12,2:53,6:05
NORHOSED,2024-10-15T23:22:00.000+11:00,ED,15,2:37,3:09,5:46
BELWIC,2024-10-15T23:23:30.150+11:00,WIC,0,0:54,0:00,0:54
GUNWIC,2024-10-15T23:23:30.150+11:00,WIC,0,1:08,0:00,1:08
DICWIC,2024-10-15T23:23:30.150+11:00,WIC,0,1:51,0:00,1:51
TUGWIC,2024-10-15T23:23:30.150+11:00,WIC,0,0:20,0:00,0:20
WECWIC,2024-10-15T23:23:30.150+11:00,WIC,0,0:28,0:00,0:28
CBRHOSED,2024-10-15T23:22:00.000+11:00,ED,19,3:12,2:53,6:05
NORHOSED,2024-10-15T23:22:00.000+11:00,ED,15,2:37,3:09,5:46
BELWIC,2024-10-15T23:24:30.148+11:00,WIC,0,0:54,0:00,0:54
GUNWIC,2024-10-15T23:24:30.148+11:00,WIC,0,1:08,0:00,1:08
DICWIC,2024-10-15T23:24:30.148+11:00,WIC,0,1:51,0:00,1:51
TUGWIC,2024-10-15T23:24:30.148+11:00,WIC,0,0:20,0:00,0:20
WECWIC,2024-10-15T23:24:30.148+11:00,WIC,0,0:28,0:00,0:28
CBRHOSED,2024-10-15T23:22:00.000+11:00,ED,19,3:12,2:53,6:05
NORHOSED,2024-10-15T23:22:00.000+11:00,ED,15,2:37,3:09,5:46
BELWIC,2024-10-15T23:25:30.143+11:00,WIC,0,0:54,0:00,0:54
GUNWIC,2024-10-15T23:25:30.143+11:00,WIC,0,1:08,0:00,1:08
DICWIC,2024-10-15T23:25:30.143+11:00,WIC,0,1:51,0:00,1:51
TUGWIC,2024-10-15T23:25:30.143+11:00,WIC,0,0:20,0:00,0:20
WECWIC,2024-10-15T23:25:30.143+11:00,WIC,0,0:28,0:00,0:28
CBRHOSED,2024-10-15T23:24:00.000+11:00,ED,20,3:18,2:53,6:11
NORHOSED,2024-10-15T23:24:00.000+11:00,ED,15,2:28,3:10,5:38
BELWIC,2024-10-15T23:26:30.153+11:00,WIC,0,0:54,0:00,0:54
GUNWIC,2024-10-15T23:26:30.153+11:00,WIC,0,1:08,0:00,1:08
DICWIC,2024-10-15T23:26:30.153+11:00,WIC,0,1:51,0:00,1:51
TUGWIC,2024-10-15T23:26:30.153+11:00,WIC,0,0:17,0:00,0:17
WECWIC,2024-10-15T23:26:30.153+11:00,WIC,0,0:00,0:00,0:00
CBRHOSED,2024-10-15T23:24:00.000+11:00,ED,20,3:18,2:53,6:11
NORHOSED,2024-10-15T23:24:00.000+11:00,ED,15,2:28,3:10,5:38
BELWIC,2024-10-15T23:27:30.143+11:00,WIC,0,0:54,0:00,0:54
GUNWIC,2024-10-15T23:27:30.143+11:00,WIC,0,1:08,0:00,1:08
DICWIC,2024-10-15T23:27:30.143+11:00,WIC,0,1:51,0:00,1:51
TUGWIC,2024-10-15T23:27:30.143+11:00,WIC,0,0:17,0:00,0:17
WECWIC,2024-10-15T23:27:30.143+11:00,WIC,0,0:00,0:00,0:00
CBRHOSED,2024-10-15T23:26:00.000+11:00,ED,22,3:22,2:47,6:09
NORHOSED,2024-10-15T23:26:00.000+11:00,ED,15,2:28,3:10,5:38
BELWIC,2024-10-15T23:28:30.143+11:00,WIC,0,0:54,0:00,0:54
GUNWIC,2024-10-15T23:28:30.143+11:00,WIC,0,1:08,0:00,1:08
DICWIC,2024-10-15T23:28:30.143+11:00,WIC,0,1:51,0:00,1:51
TUGWIC,2024-10-15T23:28:30.143+11:00,WIC,0,0:16,0:00,0:16
WECWIC,2024-10-15T23:28:30.143+11:00,WIC,0,0:00,0:00,0:00
CBRHOSED,2024-10-15T23:26:00.000+11:00,ED,22,3:22,2:47,6:09
NORHOSED,2024-10-15T23:26:00.000+11:00,ED,15,2:28,3:10,5:38
BELWIC,2024-10-15T23:29:30.149+11:00,WIC,0,0:54,0:00,0:54
GUNWIC,2024-10-15T23:29:30.149+11:00,WIC,0,0:41,0:00,0:41
DICWIC,2024-10-15T23:29:30.149+11:00,WIC,0,1:51,0:00,1:51
TUGWIC,2024-10-15T23:29:30.149+11:00,WIC,0,0:16,0:00,0:16
WECWIC,2024-10-15T23:29:30.149+11:00,WIC,0,0:00,0:00,0:00
CBRHOSED,2024-10-15T23:28:00.000+11:00,ED,22,3:22,2:47,6:09
NORHOSED,2024-10-15T23:28:00.000+11:00,ED,15,2:28,3:10,5:38
BELWIC,2024-10-15T23:30:30.143+11:00,WIC,0,0:54,0:00,0:54
GUNWIC,2024-10-15T23:30:30.143+11:00,WIC,0,0:41,0:00,0:41
DICWIC,2024-10-15T23:30:30.143+11:00,WIC,0,1:51,0:00,1:51
TUGWIC,2024-10-15T23:30:30.143+11:00,WIC,0,0:16,0:00,0:16
WECWIC,2024-10-15T23:30:30.143+11:00,WIC,0,0:00,0:00,0:00
CBRHOSED,2024-10-15T23:28:00.000+11:00,ED,22,3:22,2:47,6:09
NORHOSED,2024-10-15T23:28:00.000+11:00,ED,15,2:28,3:10,5:38
BELWIC,2024-10-15T23:31:30.148+11:00,WIC,0,0:54,0:00,0:54
GUNWIC,2024-10-15T23:31:30.148+11:00,WIC,0,0:41,0:00,0:41
DICWIC,2024-10-15T23:31:30.148+11:00,WIC,0,1:51,0:00,1:51
TUGWIC,2024-10-15T23:31:30.148+11:00,WIC,0,0:16,0:00,0:16
WECWIC,2024-10-15T23:31:30.148+11:00,WIC,0,0:00,0:00,0:00
CBRHOSED,2024-10-15T23:30:00.000+11:00,ED,21,3:22,2:47,6:09
NORHOSED,2024-10-15T23:30:00.000+11:00,ED,13,2:24,3:10,5:34
BELWIC,2024-10-15T23:32:30.148+11:00,WIC,0,0:56,0:00,0:56
GUNWIC,2024-10-15T23:32:30.148+11:00,WIC,0,0:41,0:00,0:41
DICWIC,2024-10-15T23:32:30.148+11:00,WIC,0,1:51,0:00,1:51
TUGWIC,2024-10-15T23:32:30.148+11:00,WIC,0,0:16,0:00,0:16
WECWIC,2024-10-15T23:32:30.148+11:00,WIC,0,0:00,0:00,0:00
CBRHOSED,2024-10-15T23:30:00.000+11:00,ED,21,3:22,2:47,6:09
NORHOSED,2024-10-15T23:30:00.000+11:00,ED,13,2:24,3:10,5:34
BELWIC,2024-10-15T23:33:30.151+11:00,WIC,0,0:56,0:00,0:56
GUNWIC,2024-10-15T23:33:30.151+11:00,WIC,0,0:41,0:00,0:41
DICWIC,2024-10-15T23:33:30.151+11:00,WIC,0,1:51,0:00,1:51
TUGWIC,2024-10-15T23:33:30.151+11:00,WIC,0,0:16,0:00,0:16
WECWIC,2024-10-15T23:33:30.151+11:00,WIC,0,0:00,0:00,0:00
CBRHOSED,2024-10-15T23:32:00.000+11:00,ED,21,3:18,2:43,6:01
NORHOSED,2024-10-15T23:32:00.000+11:00,ED,12,2:24,3:10,5:34
BELWIC,2024-10-15T23:34:30.140+11:00,WIC,0,0:56,0:00,0:56
GUNWIC,2024-10-15T23:34:30.140+11:00,WIC,0,0:41,0:00,0:41
DICWIC,2024-10-15T23:34:30.140+11:00,WIC,0,1:51,0:00,1:51
TUGWIC,2024-10-15T23:34:30.140+11:00,WIC,0,0:16,0:00,0:16
WECWIC,2024-10-15T23:34:30.140+11:00,WIC,0,0:00,0:00,0:00
CBRHOSED,2024-10-15T23:32:00.000+11:00,ED,21,3:18,2:43,6:01
NORHOSED,2024-10-15T23:32:00.000+11:00,ED,12,2:24,3:10,5:34
BELWIC,2024-10-15T23:35:30.156+11:00,WIC,0,0:56,0:00,0:56
GUNWIC,2024-10-15T23:35:30.156+11:00,WIC,0,0:41,0:00,0:41
DICWIC,2024-10-15T23:35:30.156+11:00,WIC,0,1:51,0:00,1:51
TUGWIC,2024-10-15T23:35:30.156+11:00,WIC,0,0:20,0:00,0:20
WECWIC,2024-10-15T23:35:30.156+11:00,WIC,0,0:00,0:00,0:00
CBRHOSED,2024-10-15T23:34:00.000+11:00,ED,20,3:18,2:42,6:00
NORHOSED,2024-10-15T23:34:00.000+11:00,ED,11,2:24,2:55,5:19
BELWIC,2024-10-15T23:36:30.145+11:00,WIC,0,0:56,0:00,0:56
GUNWIC,2024-10-15T23:36:30.145+11:00,WIC,0,0:41,0:00,0:41
DICWIC,2024-10-15T23:36:30.145+11:00,WIC,0,1:51,0:00,1:51
TUGWIC,2024-10-15T23:36:30.145+11:00,WIC,0,0:20,0:00,0:20
WECWIC,2024-10-15T23:36:30.145+11:00,WIC,0,0:00,0:00,0:00
CBRHOSED,2024-10-15T23:34:00.000+11:00,ED,20,3:18,2:42,6:00
NORHOSED,2024-10-15T23:34:00.000+11:00,ED,11,2:24,2:55,5:19
BELWIC,2024-10-15T23:37:30.148+11:00,WIC,0,0:56,0:00,0:56
GUNWIC,2024-10-15T23:37:30.148+11:00,WIC,0,0:41,0:00,0:41
DICWIC,2024-10-15T23:37:30.148+11:00,WIC,0,1:51,0:00,1:51
TUGWIC,2024-10-15T23:37:30.148+11:00,WIC,0,0:20,0:00,0:20
WECWIC,2024-10-15T23:37:30.148+11:00,WIC,0,0:00,0:00,0:00
CBRHOSED,2024-10-15T23:36:00.000+11:00,ED,19,3:18,2:39,5:57
NORHOSED,2024-10-15T23:36:00.000+11:00,ED,12,2:28,2:55,5:23
BELWIC,2024-10-15T23:38:30.147+11:00,WIC,0,0:56,0:00,0:56
GUNWIC,2024-10-15T23:38:30.147+11:00,WIC,0,0:41,0:00,0:41
DICWIC,2024-10-15T23:38:30.147+11:00,WIC,0,1:51,0:00,1:51
TUGWIC,2024-10-15T23:38:30.147+11:00,WIC,0,0:20,0:00,0:20
WECWIC,2024-10-15T23:38:30.147+11:00,WIC,0,0:00,0:00,0:00
CBRHOSED,2024-10-15T23:36:00.000+11:00,ED,19,3:18,2:39,5:57
NORHOSED,2024-10-15T23:36:00.000+11:00,ED,12,2:28,2:55,5:23
BELWIC,2024-10-15T23:39:30.147+11:00,WIC,0,0:56,0:00,0:56
GUNWIC,2024-10-15T23:39:30.147+11:00,WIC,0,0:34,0:00,0:34
DICWIC,2024-10-15T23:39:30.147+11:00,WIC,0,1:51,0:00,1:51
TUGWIC,2024-10-15T23:39:30.147+11:00,WIC,0,0:00,0:00,0:00
WECWIC,2024-10-15T23:39:30.147+11:00,WIC,0,0:00,0:00,0:00
CBRHOSED,2024-10-15T23:38:00.000+11:00,ED,19,3:18,2:39,5:57
NORHOSED,2024-10-15T23:38:00.000+11:00,ED,12,2:28,2:55,5:23
BELWIC,2024-10-15T23:40:30.161+11:00,WIC,0,0:56,0:00,0:56
GUNWIC,2024-10-15T23:40:30.161+11:00,WIC,0,0:34,0:00,0:34
DICWIC,2024-10-15T23:40:30.161+11:00,WIC,0,1:51,0:00,1:51
TUGWIC,2024-10-15T23:40:30.161+11:00,WIC,0,0:00,0:00,0:00
WECWIC,2024-10-15T23:40:30.161+11:00,WIC,0,0:00,0:00,0:00
CBRHOSED,2024-10-15T23:38:00.000+11:00,ED,19,3:18,2:39,5:57
NORHOSED,2024-10-15T23:38:00.000+11:00,ED,12,2:28,2:55,5:23
BELWIC,2024-10-15T23:41:30.148+11:00,WIC,0,0:56,0:00,0:56
GUNWIC,2024-10-15T23:41:30.148+11:00,WIC,0,0:34,0:00,0:34
DICWIC,2024-10-15T23:41:30.148+11:00,WIC,0,1:51,0:00,1:51
TUGWIC,2024-10-15T23:41:30.148+11:00,WIC,0,0:00,0:00,0:00
WECWIC,2024-10-15T23:41:30.148+11:00,WIC,0,0:00,0:00,0:00
CBRHOSED,2024-10-15T23:40:00.000+11:00,ED,18,3:18,2:39,5:57
NORHOSED,2024-10-15T23:40:00.000+11:00,ED,11,2:24,2:55,5:19
BELWIC,2024-10-15T23:42:30.144+11:00,WIC,0,0:56,0:00,0:56
GUNWIC,2024-10-15T23:42:30.144+11:00,WIC,0,0:34,0:00,0:34
DICWIC,2024-10-15T23:42:30.144+11:00,WIC,0,1:51,0:00,1:51
TUGWIC,2024-10-15T23:42:30.144+11:00,WIC,0,0:00,0:00,0:00
WECWIC,2024-10-15T23:42:30.144+11:00,WIC,0,0:00,0:00,0:00
CBRHOSED,2024-10-15T23:40:00.000+11:00,ED,18,3:18,2:39,5:57
NORHOSED,2024-10-15T23:40:00.000+11:00,ED,11,2:24,2:55,5:19
BELWIC,2024-10-15T23:43:30.147+11:00,WIC,0,0:56,0:00,0:56
GUNWIC,2024-10-15T23:43:30.147+11:00,WIC,0,0:34,0:00,0:34
DICWIC,2024-10-15T23:43:30.147+11:00,WIC,0,1:51,0:00,1:51
TUGWIC,2024-10-15T23:43:30.147+11:00,WIC,0,0:00,0:00,0:00
WECWIC,2024-10-15T23:43:30.147+11:00,WIC,0,0:00,0:00,0:00
CBRHOSED,2024-10-15T23:42:00.000+11:00,ED,18,3:18,2:39,5:57
NORHOSED,2024-10-15T23:42:00.000+11:00,ED,11,2:24,2:55,5:19
BELWIC,2024-10-15T23:44:30.158+11:00,WIC,0,0:56,0:00,0:56
GUNWIC,2024-10-15T23:44:30.158+11:00,WIC,0,0:34,0:00,0:34
DICWIC,2024-10-15T23:44:30.158+11:00,WIC,0,1:51,0:00,1:51
TUGWIC,2024-10-15T23:44:30.158+11:00,WIC,0,0:00,0:00,0:00
WECWIC,2024-10-15T23:44:30.158+11:00,WIC,0,0:00,0:00,0:00
CBRHOSED,2024-10-15T23:42:00.000+11:00,ED,18,3:18,2:39,5:57
NORHOSED,2024-10-15T23:42:00.000+11:00,ED,11,2:24,2:55,5:19
BELWIC,2024-10-15T23:45:30.144+11:00,WIC,0,0:56,0:00,0:56
GUNWIC,2024-10-15T23:45:30.144+11:00,WIC,0,0:34,0:00,0:34
DICWIC,2024-10-15T23:45:30.144+11:00,WIC,0,1:51,0:00,1:51
TUGWIC,2024-10-15T23:45:30.144+11:00,WIC,0,0:00,0:00,0:00
WECWIC,2024-10-15T23:45:30.144+11:00,WIC,0,0:00,0:00,0:00
CBRHOSED,2024-10-15T23:44:00.000+11:00,ED,18,3:12,2:33,5:45
NORHOSED,2024-10-15T23:44:00.000+11:00,ED,12,2:28,3:03,5:31
BELWIC,2024-10-15T23:46:30.143+11:00,WIC,0,0:56,0:00,0:56
GUNWIC,2024-10-15T23:46:30.143+11:00,WIC,0,0:34,0:00,0:34
DICWIC,2024-10-15T23:46:30.143+11:00,WIC,0,1:51,0:00,1:51
TUGWIC,2024-10-15T23:46:30.143+11:00,WIC,0,0:00,0:00,0:00
WECWIC,2024-10-15T23:46:30.143+11:00,WIC,0,0:00,0:00,0:00
CBRHOSED,2024-10-15T23:44:00.000+11:00,ED,18,3:12,2:33,5:45
NORHOSED,2024-10-15T23:44:00.000+11:00,ED,12,2:28,3:03,5:31
BELWIC,2024-10-15T23:47:30.145+11:00,WIC,0,0:56,0:00,0:56
GUNWIC,2024-10-15T23:47:30.145+11:00,WIC,0,0:34,0:00,0:34
DICWIC,2024-10-15T23:47:30.145+11:00,WIC,0,1:51,0:00,1:51
TUGWIC,2024-10-15T23:47:30.145+11:00,WIC,0,0:00,0:00,0:00
WECWIC,2024-10-15T23:47:30.145+11:00,WIC,0,0:00,0:00,0:00
CBRHOSED,2024-10-15T23:47:00.000+11:00,ED,16,3:12,2:37,5:49
NORHOSED,2024-10-15T23:47:00.000+11:00,ED,12,2:28,3:06,5:34
BELWIC,2024-10-15T23:48:30.144+11:00,WIC,0,0:56,0:00,0:56
GUNWIC,2024-10-15T23:48:30.144+11:00,WIC,0,0:34,0:00,0:34
DICWIC,2024-10-15T23:48:30.144+11:00,WIC,0,1:51,0:00,1:51
TUGWIC,2024-10-15T23:48:30.144+11:00,WIC,0,0:00,0:00,0:00
WECWIC,2024-10-15T23:48:30.144+11:00,WIC,0,0:00,0:00,0:00
CBRHOSED,2024-10-15T23:48:00.000+11:00,ED,17,3:15,2:37,5:52
NORHOSED,2024-10-15T23:48:00.000+11:00,ED,12,2:28,3:06,5:34
BELWIC,2024-10-15T23:49:30.172+11:00,WIC,0,0:56,0:00,0:56
GUNWIC,2024-10-15T23:49:30.172+11:00,WIC,0,0:34,0:00,0:34
DICWIC,2024-10-15T23:49:30.172+11:00,WIC,0,1:51,0:00,1:51
TUGWIC,2024-10-15T23:49:30.172+11:00,WIC,0,0:00,0:00,0:00
WECWIC,2024-10-15T23:49:30.172+11:00,WIC,0,0:00,0:00,0:00
CBRHOSED,2024-10-15T23:49:00.000+11:00,ED,17,3:12,2:39,5:51
NORHOSED,2024-10-15T23:49:00.000+11:00,ED,12,2:28,3:06,5:34
BELWIC,2024-10-15T23:50:30.143+11:00,WIC,0,0:56,0:00,0:56
GUNWIC,2024-10-15T23:50:30.143+11:00,WIC,0,0:34,0:00,0:34
DICWIC,2024-10-15T23:50:30.143+11:00,WIC,0,1:51,0:00,1:51
TUGWIC,2024-10-15T23:50:30.143+11:00,WIC,0,0:00,0:00,0:00
WECWIC,2024-10-15T23:50:30.143+11:00,WIC,0,0:00,0:00,0:00
CBRHOSED,2024-10-15T23:50:00.000+11:00,ED,17,3:12,2:39,5:51
NORHOSED,2024-10-15T23:50:00.000+11:00,ED,12,2:28,3:06,5:34
BELWIC,2024-10-15T23:51:30.142+11:00,WIC,0,0:56,0:00,0:56
GUNWIC,2024-10-15T23:51:30.142+11:00,WIC,0,0:34,0:00,0:34
DICWIC,2024-10-15T23:51:30.142+11:00,WIC,0,1:51,0:00,1:51
TUGWIC,2024-10-15T23:51:30.142+11:00,WIC,0,0:00,0:00,0:00
WECWIC,2024-10-15T23:51:30.142+11:00,WIC,0,0:00,0:00,0:00
CBRHOSED,2024-10-15T23:51:00.000+11:00,ED,17,3:12,2:39,5:51
NORHOSED,2024-10-15T23:51:00.000+11:00,ED,11,2:28,3:06,5:34
BELWIC,2024-10-15T23:52:30.149+11:00,WIC,0,0:56,0:00,0:56
GUNWIC,2024-10-15T23:52:30.149+11:00,WIC,0,0:34,0:00,0:34
DICWIC,2024-10-15T23:52:30.149+11:00,WIC,0,1:51,0:00,1:51
TUGWIC,2024-10-15T23:52:30.149+11:00,WIC,0,0:00,0:00,0:00
WECWIC,2024-10-15T23:52:30.149+11:00,WIC,0,0:00,0:00,0:00
CBRHOSED,2024-10-15T23:52:00.000+11:00,ED,17,3:12,2:39,5:51
NORHOSED,2024-10-15T23:52:00.000+11:00,ED,11,2:28,3:06,5:34
BELWIC,2024-10-15T23:53:30.145+11:00,WIC,0,0:56,0:00,0:56
GUNWIC,2024-10-15T23:53:30.145+11:00,WIC,0,0:34,0:00,0:34
DICWIC,2024-10-15T23:53:30.145+11:00,WIC,0,1:51,0:00,1:51
TUGWIC,2024-10-15T23:53:30.145+11:00,WIC,0,0:00,0:00,0:00
WECWIC,2024-10-15T23:53:30.145+11:00,WIC,0,0:00,0:00,0:00
CBRHOSED,2024-10-15T23:53:00.000+11:00,ED,17,3:06,2:44,5:50
NORHOSED,2024-10-15T23:53:00.000+11:00,ED,11,2:28,3:06,5:34
BELWIC,2024-10-15T23:54:30.156+11:00,WIC,0,0:56,0:00,0:56
GUNWIC,2024-10-15T23:54:30.156+11:00,WIC,0,0:38,0:00,0:38
DICWIC,2024-10-15T23:54:30.156+11:00,WIC,0,1:51,0:00,1:51
TUGWIC,2024-10-15T23:54:30.156+11:00,WIC,0,0:00,0:00,0:00
WECWIC,2024-10-15T23:54:30.156+11:00,WIC,0,0:00,0:00,0:00
